UrlName	Name	LastUpdated	OSType	BasedOn	Origin	Architecture	Desktop	Category	Status	Popularity	Description
extix	ExTiX	2024-02-02 02:44 UTC	Linux	debian;deepin	Sweden	x86_64	Budgie;Deepin;KDE Plasma;LXQt	Desktop;Live Medium 	Active	130 (65 hits per day)	ExTiX is a desktop Linux distribution and live DVD based on Ubuntu, offering a choice of alternative desktop environments.
ferenos	Feren OS	2024-02-02 02:44 UTC	Linux	debian;ubuntu	United Kingdom	i686;x86_64	Cinnamon;KDE Plasma	Desktop;Live Medium 	Active	131 (65 hits per day)	Feren OS is a desktop Linux distribution based on Ubuntu and featuring the KDE Plasma desktop. It ships with a tweaked Calamares system installer, a custom theme and fonts, the Vivaldi web browser, boot options for advanced users, and a Feren OS Tour application, among the many home-built features and improvements. Prior to November 2020, the distribution was based on Linux Mint and included an edition with the Cinnamon desktop.
pardus	Pardus	2024-04-10 05:08 UTC	Linux	debian	Turkey	x86_64	GNOME;Xfce	Desktop;Live Medium;Server 	Active	132 (65 hits per day)	"Pardus is a GNU/Linux distribution jointly developed by the Scientific & Technological Research Council of Turkey (TÜBİTAK) and National Academic Network and Information Centre (ULAKBİM). It started its life as a Gentoo-based project before developing its own unique identity. Since late 2012 the distribution, developed in two separate branches as ""Corporate"" and ""Community"" editions, is based on Debian. This page focuses on the Corporate version of Pardus."
peropesis	Peropesis	2024-04-06 13:51 UTC	Linux	independent	Lithuania	x86_64	Live Medium 	Active	133 (65 hits per day)	Peropesis (personal operating system) is a small-scale, minimalist, command-line-based Linux operating system. It's an incomplete system, but it's constantly being improved. Also, it is a free operating system created from free software, mostly distributed under the GNU GPL or BSD licenses.	112 (86)
porteus	Porteus	2024-02-02 02:44 UTC	Linux	slackware	Ireland	i586;x86_64	Cinnamon;GNOME;KDE Plasma;LXDE;LXQt;MATE;Openbox;Xfce	From RAM;Live Medium 	Active	134 (65 hits per day)	Porteus is a fast, portable and modular live CD/USB medium based on Slackware Linux. The distribution started as a community remix of Slax, another Slackware-based live CD, with KDE 3 as the default desktop for the i486 edition and a stripped-down KDE 4 as the desktop environment for the x86_64 flavour. There are now several desktop flavours of the distribution, which include editions running Cinnamon, GNOME, KDE Plasma, LXQt, MATE, and Xfce.
hyperbola	Hyperbola GNU/Linux-libre	2024-02-02 02:44 UTC	Linux	independent	Brazil	i686;x86_64	Lumina;IceWM;JWM;Openbox	Desktop;Free Software;Server 	Active	135 (64 hits per day)	The Hyperbola Project is a community driven effort to provide a fully free (as in freedom) operating system that is stable, secure, simple, lightweight that tries to Keep It Simple Stupid (KISS) with Long Term Support (LTS). The distribution was originally derviced from Arch snapshots, plus stability and security from Debian, though Hyperbola is no longer binary-compatible with either distribution. Hyperbola provides packages that meet the GNU Free System Distribution Guidelines (GNU FSDG) and offers replacements for the packages that do not meet this requirement. Packages are provided for the i686 and x86_64 architectures.
ubports	UBports	2024-02-02 02:44 UTC	Linux	ubuntu	Norway	armhf	Unity	Immutable;Mobile 	Active	136 (64 hits per day)	UBports is a community-developed fork of Canonical's Ubuntu Touch operating system for mobile devices. UBports works on getting the mobile operating system working on new devices, provides software updates and ports new versions of Ubuntu to mobile devices.
ubuntucinnamon	Ubuntu Cinnamon	2024-04-27 04:15 UTC	Linux	debian;ubuntu	Global	x86_64	Cinnamon	Desktop;Live Medium 	Active	137 (61 hits per day)	Ubuntu Cinnamon is an official flavour of the Ubuntu distribution featuring the Cinnamon desktop. The project strives to offer modern tools while providing a user-friendly desktop which will feel familiar for users coming from other operating systems, such as Microsoft Windows.
lfs	Linux From Scratch	2024-05-01 10:16 UTC	Linux	independent	Canada	i386;x86_64	Fluxbox;IceWM;KDE Plasma;LXDE;Openbox;Xfce	Source-based;Education 	Active	138 (60 hits per day)	"Linux From Scratch (LFS) is a project that provides you with the steps necessary to build your own custom Linux system. There are a lot of reasons why somebody would want to install an LFS system. The question most people raise is ""why go through all the hassle of manually installing a Linux system from scratch when you can just download an existing distribution like Debian or Redhat"". That is a valid question which I hope to answer for you. The most important reason for LFS's existence is teaching people how a Linux system works internally. Building an LFS system teaches you about all that makes Linux tick, how things work together, and depend on each other. And most importantly, how to customize it to your own taste and needs."
ubuntuunity	Ubuntu Unity	2024-05-01 14:59 UTC	Linux	debian;ubuntu	India	x86_64	Unity	Desktop;Live Medium 	Active	139 (60 hits per day)	"Ubuntu Unity is a flavour of Ubuntu featuring the Unity desktop environment (the default desktop environment developed and used by Ubuntu from 2010 to 2017). Unity debuted in the netbook edition of Ubuntu 10.10; it was initially designed to make more efficient use of space given the limited screen size of netbooks, including a vertical application switcher called ""the launcher"" and a space-saving horizontal multipurpose top menu bar. Ubuntu switched from Unity to GNOME in 2017, but the desktop was resurrected again as an unofficial ""Ubuntu Unity Remix"" in 2020. It became an official flavour of Ubuntu during the development cycle of Ubuntu 22.10 in 2022."
armbian	Armbian	2024-02-23 02:14 UTC	Linux	debian;ubuntu	Slovenia	aarch64;x86_64	Cinnamon;Xfce	Desktop;Specialist 	Active	140 (59 hits per day)	Armbian is a Linux distribution designed for ARM development boards. It is usually based on one of the stable or development versions of Debian or Ubuntu and it supports a wide variety of popular ARM-based devices, including Banana Pi, Cubieboard, Olimex, Orange Pi, Odroid, Pine64 and others. Armbian includes a menu-driven configuration tool along with stock Debian utilities, the Bash shell, and a choice of Cinnamon or Xfce desktop.
midnightbsd	MidnightBSD	2024-02-02 02:44 UTC	BSD	freebsd	USA	i386;x86_64	Awesome;Blackbox;Cinnamon;Enlightenment;Fluxbox;GNOME;MATE;Openbox;WMaker;Xfce	Desktop 	Active	141 (59 hits per day)	MidnightBSD is a FreeBSD-derived operating system. A critical goal of the project is to create an easy-to-use desktop environment with graphical ports management, and system configuration using GNUstep. The vast majority of the operating system will maintain a BSD license. MidnightBSD was forked from FreeBSD 6.1 beta.
pfsense	pfSense	2024-02-02 02:44 UTC	BSD	m0n0wall	USA	x86_64	No Desktop;WebUI	Firewall;Live Medium 	Active	142 (59 hits per day)	pfSense is a free, open source customized distribution of FreeBSD specifically tailored for use as a firewall and router that is entirely managed via web interface. In addition to being a routing platform, pfSense includes a long list of related features and a package system which allows further expandability.
nomadbsd	NomadBSD	2024-02-02 02:44 UTC	BSD	freebsd	Germany	i386;x86_64	Xfce	Desktop;Live Medium 	Active	143 (58 hits per day)	NomadBSD is a 64-bit live system for USB flash drives, based on FreeBSD. Together with automatic hardware detection and setup, it is configured to be used as a desktop system that works out of the box, but can also be used for data recovery. 
archbang	ArchBang Linux	2024-03-09 13:56 UTC	Linux	arch	Canada	x86_64	i3	Desktop;Live Medium 	Active	144 (57 hits per day)	ArchBang Linux is a lightweight distribution based on Arch Linux. Using the i3 window manager, it is fast, up-to-date and suitable for both desktop and portable systems.
dynebolic	Dynebolic	2024-03-22 00:49 UTC	Linux	devuan	Italy	x86_64	KDE Plasma	Desktop;Free Software;Live Medium;Multimedia 	Active	145 (56 hits per day)	Dynebolic is a GNU/Linux distribution running from a CD and able to recognise most of your devices and peripherals: sound, video, TV, network cards, firewire, USB devices and more. It is shaped on the needs of media activists, artists and creative individuals, a practical tool for multimedia production. You can manipulate and broadcast both sound and video with tools to record, edit, encode and stream, all using free software!
lernstick	Lernstick	2024-02-02 02:44 UTC	Linux	debian	Switzerland	x86_64	Cinnamon;Enlightenment;GNOME;KDE Plasma;LXDE;MATE;Xfce	Desktop;Education;Live Medium 	Active	146 (56 hits per day)	Lernstick is a mobile and secure learning and working environment for school and at home that can be installed on external storage media (e.g. USB sticks, USB hard drives, SD cards, etc.). The distribution is based on Debian's stable branch. The distribution is intended to perform so that almost every computer can be started from this storage media. Basically, a hard drive with an installed operating system is no longer required. (Optionally, the system can still be installed on the hard disk.) As a result, the learning stick is a platform for so-called Bring Your Own Device scenarios, in which students can also use their private devices for school purposes, such as exams in an secure offline/online environment. 
solydxk	SolydXK	2024-02-02 02:44 UTC	Linux	debian	Netherlands	x86_64	KDE;Xfce	Desktop;Live Medium 	Active	147 (56 hits per day)	"SolydX and SolydK are Debian-based distributions with the Xfce and KDE desktops respectively. SolydXK aims to be simple to use, providing an environment that is both stable and secure. SolydXK is an open-source alternative for small businesses, non-profit organisations and home users. The project started as an unofficial variant of Linux Mint's ""Debian"" edition with KDE as the default desktop, but it was later given its own identity as SolydK. SolydX was added after Linux Mint dropped its Debian-based flavour that used the Xfce desktop."
exe	Exe GNU/Linux	2024-03-18 23:58 UTC	Linux	debian;devuan	United Kingdom	i386;x86_64	Trinity	Desktop;Live Medium 	Active	148 (55 hits per day)	Exe GNU/Linux is a Debian-based desktop Linux distribution. Its primary goal is to provide a Debian variant that ships with a slightly re-themed Trinity desktop environment (a fork of KDE 3), as well as several useful scripts and utilities. It offers LXDE as an alternative desktop. It uses the official Debian repositories, as well as the Trinity mirror for updating the desktop environment. In late 2017, the distribution re-based itself on Devuan, using the official Devuan repositories.
